Applicant_Income,Coapplicant_Income,Marital_Status,Loan_Amount,Property_Area,Education_Level,Gender,Loan_Approved,Credit_History
2417.0,959.0,Yes,25709.0,Semiurban,Graduate,Female,N,1.0
5267.0,,Yes,24434.0,Rural,Graduate,Female,N,1.0
19209.0,5655.0,Yes,22343.0,Rural,Graduate,Female,Y,1.0
,4473.0,Yes,16739.0,Semiurban,Not Graduate,Female,N,0.0
13338.0,2946.0,No,1666.0,Rural,Graduate,Female,N,0.0
2412.0,7725.0,Yes,34044.0,Urban,Not Graduate,Female,N,1.0
9543.0,526.0,Yes,28883.0,Urban,Not Graduate,,N,0.0
9587.0,3224.0,Yes,15063.0,Urban,Not Graduate,Female,N,0.0
2728.0,1875.0,No,34649.0,Rural,Graduate,Male,N,1.0
13657.0,1763.0,Yes,35828.0,Semiurban,Graduate,Male,Y,1.0
7988.0,,No,10429.0,Urban,Graduate,Female,N,0.0
4967.0,5797.0,Yes,33926.0,Urban,Not Graduate,Male,N,1.0
16527.0,9208.0,No,38997.0,,Graduate,Male,Y,1.0
18048.0,7099.0,No,33269.0,Rural,Graduate,Female,N,1.0
19506.0,5109.0,Yes,32704.0,Urban,Graduate,,N,0.0
19955.0,6644.0,Yes,,Urban,Graduate,Male,Y,1.0
7073.0,116.0,Yes,25187.0,Urban,Graduate,Female,N,0.0
7104.0,2433.0,Yes,3526.0,Rural,Graduate,Male,Y,0.0
4143.0,5463.0,No,25686.0,Rural,Not Graduate,Male,N,0.0
9357.0,583.0,No,8803.0,Rural,Graduate,Male,N,0.0
14043.0,8586.0,No,33668.0,Urban,Not Graduate,Male,Y,1.0
5440.0,3788.0,No,7574.0,Urban,Graduate,Male,N,1.0
7644.0,4167.0,Yes,9733.0,Urban,Graduate,Male,N,0.0
12518.0,8465.0,Yes,8257.0,Urban,Graduate,Female,N,0.0
16552.0,1389.0,No,37051.0,Urban,Graduate,Female,N,0.0
4914.0,8357.0,,16909.0,,Graduate,Female,N,1.0
15584.0,9759.0,No,25146.0,Rural,Not Graduate,Female,N,0.0
14144.0,6154.0,Yes,12802.0,Urban,Graduate,Male,N,1.0
16397.0,5420.0,Yes,8896.0,Urban,Graduate,Female,N,1.0
10787.0,8920.0,No,29133.0,Semiurban,Graduate,,Y,1.0
16191.0,2043.0,Yes,14526.0,Rural,Not Graduate,,Y,1.0
2728.0,4197.0,No,12278.0,Rural,Graduate,Male,N,0.0
19749.0,3496.0,No,26551.0,Semiurban,Graduate,Female,N,1.0
2698.0,778.0,No,26298.0,Urban,Graduate,Female,N,1.0
9186.0,213.0,No,36338.0,Rural,Not Graduate,Female,N,0.0
16512.0,3762.0,Yes,23191.0,Rural,Graduate,Male,N,0.0
15923.0,9768.0,No,34092.0,Urban,,Male,N,1.0
18779.0,6731.0,Yes,24871.0,Urban,Graduate,Male,Y,1.0
9400.0,3117.0,Yes,10721.0,Urban,Not Graduate,Female,Y,1.0
6171.0,5791.0,No,39413.0,Urban,Graduate,Male,N,1.0
6360.0,8783.0,Yes,31279.0,Urban,Not Graduate,Male,N,1.0
4502.0,2720.0,Yes,15404.0,Urban,Graduate,Male,N,0.0
19101.0,8905.0,Yes,5486.0,Urban,Graduate,Female,Y,1.0
7486.0,9127.0,Yes,36198.0,,Graduate,Male,Y,1.0
10335.0,6047.0,No,29687.0,Urban,Not Graduate,Male,N,1.0
6491.0,8032.0,Yes,14156.0,Urban,Graduate,Female,Y,0.0
13130.0,,No,1567.0,Urban,Not Graduate,Female,N,0.0
9651.0,6368.0,No,3179.0,Rural,Graduate,Male,N,1.0
3167.0,1949.0,No,3019.0,Urban,Not Graduate,Male,Y,1.0
3062.0,6732.0,,16919.0,Semiurban,Graduate,Female,N,1.0
13174.0,7833.0,No,20703.0,Semiurban,Graduate,Male,N,0.0
6729.0,917.0,Yes,19704.0,Rural,Graduate,Female,Y,1.0
11348.0,3174.0,No,19030.0,Rural,Graduate,Female,Y,1.0
7334.0,7014.0,Yes,4909.0,Urban,Graduate,Male,Y,0.0
10924.0,89.0,No,9015.0,Urban,Graduate,Female,Y,0.0
6330.0,1709.0,No,4420.0,Semiurban,Graduate,Female,Y,1.0
8801.0,3041.0,Yes,17740.0,Urban,Graduate,Male,Y,1.0
6846.0,105.0,,,Semiurban,Graduate,Male,N,0.0
8731.0,9078.0,No,20465.0,Rural,Graduate,Female,Y,1.0
17368.0,8619.0,Yes,5131.0,Urban,Graduate,Male,N,0.0
19337.0,1895.0,No,11652.0,Urban,Graduate,Female,N,0.0
,6090.0,Yes,22507.0,,Graduate,Female,N,0.0
9056.0,8508.0,Yes,24806.0,Urban,Graduate,Male,N,1.0
13516.0,,,20171.0,Urban,,Female,Y,1.0
13493.0,634.0,,21593.0,Rural,Not Graduate,Female,Y,1.0
3542.0,1925.0,No,10470.0,Rural,Graduate,Male,Y,0.0
15964.0,2056.0,Yes,22326.0,Urban,Graduate,Male,N,1.0
19575.0,6917.0,No,5597.0,Urban,Graduate,Female,N,0.0
8313.0,3144.0,Yes,38304.0,Semiurban,,Male,N,0.0
19924.0,9631.0,No,31788.0,Rural,Graduate,Male,N,0.0
15807.0,552.0,,,Rural,Graduate,Female,N,0.0
11580.0,8907.0,Yes,34071.0,Semiurban,Graduate,,N,0.0
19749.0,5383.0,Yes,6067.0,Urban,Graduate,Female,N,0.0
,3911.0,,6024.0,Urban,Graduate,Male,N,0.0
9494.0,9905.0,No,8715.0,Semiurban,Graduate,Male,Y,1.0
6312.0,3389.0,Yes,,Rural,Graduate,Male,N,0.0
5141.0,8442.0,,36399.0,Urban,Graduate,Female,N,0.0
3810.0,2430.0,No,14412.0,Rural,Not Graduate,Male,N,0.0
8588.0,458.0,No,13569.0,,Not Graduate,Male,N,0.0
7301.0,207.0,Yes,3369.0,Semiurban,Graduate,Female,N,0.0
13714.0,21.0,Yes,1528.0,Urban,Graduate,Male,Y,1.0
5709.0,514.0,Yes,19047.0,Semiurban,Graduate,Female,Y,1.0
15116.0,7294.0,No,20748.0,Rural,Graduate,Female,Y,1.0
,4904.0,Yes,36109.0,Semiurban,Graduate,Male,N,0.0
8530.0,4109.0,No,16256.0,Urban,Not Graduate,Male,N,0.0
12188.0,7179.0,Yes,5905.0,Semiurban,Graduate,Female,Y,1.0
16683.0,1560.0,Yes,9884.0,Semiurban,Graduate,Male,N,1.0
2504.0,1266.0,Yes,29906.0,Semiurban,Graduate,Female,N,1.0
3214.0,3638.0,Yes,6950.0,Rural,Not Graduate,Female,Y,1.0
3531.0,8941.0,Yes,2360.0,Urban,Not Graduate,Female,Y,1.0
2823.0,3427.0,Yes,38895.0,Urban,Not Graduate,Male,N,1.0
19312.0,4780.0,No,22946.0,Semiurban,Graduate,Female,N,1.0
7029.0,1927.0,Yes,9730.0,Urban,Not Graduate,Female,Y,1.0
15428.0,2356.0,Yes,23161.0,Urban,Graduate,Male,Y,1.0
18517.0,4790.0,Yes,28738.0,Rural,Not Graduate,Male,N,1.0
4105.0,306.0,Yes,4925.0,Urban,Not Graduate,Male,N,0.0
5627.0,7979.0,No,9463.0,Semiurban,Graduate,Male,Y,1.0
14972.0,3665.0,No,18412.0,Urban,Graduate,Female,Y,1.0
,7057.0,Yes,23402.0,Rural,Not Graduate,Male,N,0.0
6910.0,661.0,No,35010.0,Rural,Graduate,Female,N,1.0
13003.0,4644.0,Yes,26717.0,Rural,Graduate,Female,N,0.0
15843.0,8503.0,Yes,10797.0,Urban,Graduate,Female,N,0.0
13704.0,2920.0,Yes,21594.0,Urban,Graduate,Female,Y,1.0
17761.0,9274.0,Yes,7406.0,Urban,Graduate,Male,N,1.0
8190.0,8946.0,Yes,14965.0,Urban,Graduate,Female,N,0.0
7645.0,6078.0,Yes,27926.0,Urban,Graduate,Male,N,0.0
11588.0,352.0,No,29783.0,Urban,Graduate,Male,N,1.0
,9094.0,Yes,18824.0,Urban,Graduate,Female,N,0.0
10053.0,7005.0,Yes,37394.0,Rural,Graduate,Female,N,0.0
5330.0,158.0,,29287.0,Urban,Graduate,Male,N,0.0
10662.0,956.0,,17568.0,Semiurban,Graduate,Male,N,1.0
9114.0,,Yes,31436.0,Rural,Not Graduate,Female,N,0.0
15323.0,8595.0,No,22380.0,Rural,Graduate,Male,N,0.0
3353.0,9579.0,No,25796.0,Semiurban,Not Graduate,Male,N,1.0
12975.0,3453.0,No,9031.0,Urban,Graduate,Female,Y,1.0
13023.0,6675.0,No,22947.0,Semiurban,Not Graduate,,N,0.0
11337.0,6295.0,No,26669.0,,Graduate,Male,N,0.0
15659.0,1712.0,Yes,36713.0,Semiurban,Graduate,Male,N,0.0
5719.0,4703.0,Yes,,Urban,Graduate,,N,1.0
9483.0,6563.0,Yes,,Urban,Graduate,Male,Y,1.0
2539.0,9465.0,Yes,24171.0,Rural,Graduate,Male,N,1.0
6964.0,5631.0,No,11807.0,Rural,Graduate,Male,N,1.0
6835.0,9633.0,No,11204.0,Urban,Not Graduate,Female,N,1.0
8042.0,9989.0,Yes,28066.0,Urban,Graduate,Female,N,0.0
16837.0,1394.0,,38367.0,,Graduate,Male,Y,1.0
9312.0,9461.0,No,23658.0,Rural,Graduate,Female,Y,0.0
7320.0,4732.0,Yes,38081.0,Semiurban,Graduate,Male,N,0.0
15216.0,3714.0,No,35986.0,Rural,Not Graduate,Male,Y,1.0
4779.0,529.0,Yes,14786.0,Urban,Not Graduate,Male,N,0.0
19308.0,2958.0,Yes,30283.0,,Not Graduate,Male,N,1.0
3581.0,7904.0,Yes,1056.0,Urban,Not Graduate,Female,Y,1.0
14677.0,,Yes,33911.0,Urban,Graduate,Male,N,0.0
7713.0,6895.0,No,9559.0,Semiurban,Graduate,Male,Y,1.0
18639.0,9131.0,No,27058.0,Urban,Graduate,Female,N,0.0
,525.0,No,23745.0,Rural,Not Graduate,Male,N,0.0
12136.0,6477.0,Yes,1615.0,Semiurban,Not Graduate,Male,N,1.0
,1.0,Yes,9062.0,Semiurban,Graduate,Male,N,0.0
7124.0,374.0,No,29214.0,Urban,Graduate,Male,N,0.0
3015.0,4648.0,No,39745.0,Urban,Not Graduate,Male,N,1.0
,2365.0,Yes,11681.0,Urban,Graduate,Male,N,0.0
10415.0,1525.0,Yes,7984.0,Rural,Not Graduate,Male,N,1.0
15550.0,1646.0,No,28579.0,Semiurban,Graduate,Male,N,0.0
16512.0,13.0,Yes,26274.0,Urban,Graduate,,Y,1.0
6158.0,4599.0,Yes,38739.0,Urban,Graduate,Female,N,0.0
8970.0,2278.0,Yes,28399.0,Semiurban,Graduate,Female,N,1.0
15772.0,8321.0,No,1944.0,Semiurban,Graduate,Female,N,0.0
12344.0,3814.0,No,29457.0,Urban,Not Graduate,Female,N,1.0
9266.0,3216.0,Yes,10114.0,Urban,Graduate,Female,N,0.0
10702.0,8219.0,Yes,19130.0,Urban,Not Graduate,Male,N,1.0
2384.0,2113.0,Yes,13312.0,Urban,Graduate,Female,N,1.0
2404.0,9444.0,Yes,33596.0,,Not Graduate,Male,N,1.0
10175.0,4356.0,Yes,39551.0,Urban,Graduate,Female,N,0.0
17158.0,5543.0,No,10751.0,Urban,Graduate,Male,Y,1.0
,4555.0,Yes,7907.0,Semiurban,Graduate,Female,N,0.0
11860.0,7062.0,Yes,29114.0,Urban,Graduate,Male,N,0.0
7989.0,3374.0,Yes,26009.0,Rural,Not Graduate,,Y,1.0
17106.0,6430.0,Yes,20310.0,Urban,Graduate,Male,N,1.0
19844.0,3466.0,Yes,,Semiurban,Graduate,Male,N,0.0
12916.0,629.0,No,7047.0,Rural,Graduate,Male,Y,1.0
6809.0,269.0,Yes,29767.0,Urban,Not Graduate,Male,N,0.0
,5724.0,Yes,17347.0,Urban,Graduate,Male,Y,1.0
17444.0,5897.0,No,37527.0,Rural,Not Graduate,Female,N,1.0
7997.0,3432.0,No,25102.0,Urban,Graduate,Male,N,1.0
4048.0,,Yes,5263.0,Urban,Not Graduate,Male,N,1.0
14338.0,6276.0,No,2902.0,Semiurban,Graduate,Female,Y,0.0
19100.0,5895.0,Yes,31823.0,Semiurban,Graduate,Male,Y,1.0
6544.0,7115.0,Yes,31540.0,Urban,Graduate,Male,N,0.0
6976.0,,Yes,36335.0,Urban,Graduate,Male,N,0.0
14775.0,575.0,No,11190.0,,Graduate,Female,Y,1.0
12015.0,7029.0,No,28690.0,Urban,Graduate,Male,N,1.0
5419.0,,Yes,3994.0,Semiurban,Graduate,Male,Y,1.0
16430.0,9499.0,Yes,38997.0,Rural,Not Graduate,Female,Y,1.0
9239.0,3192.0,No,3010.0,Urban,Graduate,Male,N,0.0
16489.0,3178.0,Yes,8377.0,Semiurban,Not Graduate,Female,N,1.0
18633.0,6052.0,Yes,14036.0,Rural,Graduate,Male,Y,1.0
12357.0,2734.0,No,27467.0,Rural,Graduate,Male,N,1.0
19154.0,6116.0,No,1048.0,Urban,Not Graduate,Female,N,1.0
6363.0,,No,,Urban,,Male,N,1.0
12176.0,9847.0,No,17038.0,Rural,Graduate,Female,N,1.0
19461.0,9771.0,Yes,33576.0,Urban,Graduate,Female,Y,1.0
10427.0,2203.0,No,8878.0,Urban,Graduate,Male,Y,1.0
10580.0,1390.0,No,28609.0,Urban,,Female,N,1.0
6858.0,1742.0,Yes,25070.0,Urban,Graduate,Male,N,1.0
12040.0,1925.0,Yes,22996.0,,Graduate,Female,Y,1.0
17254.0,619.0,Yes,19161.0,Rural,Graduate,Male,N,0.0
13470.0,1274.0,Yes,3228.0,Urban,Graduate,Male,N,0.0
3252.0,956.0,No,27365.0,Urban,,Male,N,1.0
14173.0,3953.0,Yes,9888.0,Urban,Graduate,Male,Y,1.0
6673.0,968.0,Yes,24130.0,Rural,Graduate,Female,N,0.0
17781.0,9508.0,No,19790.0,Rural,Graduate,Female,N,0.0
15051.0,9235.0,Yes,25824.0,Urban,,Male,Y,1.0
8881.0,281.0,Yes,34405.0,Rural,Graduate,,N,0.0
8949.0,6262.0,Yes,25474.0,Rural,Graduate,Female,Y,1.0
11521.0,1058.0,Yes,18333.0,Urban,Graduate,Male,N,0.0
10017.0,4293.0,Yes,37355.0,Urban,Graduate,Male,Y,1.0
8941.0,5178.0,Yes,34879.0,,Graduate,Male,Y,1.0
19715.0,9200.0,Yes,1722.0,Semiurban,Graduate,Male,N,1.0
11550.0,1229.0,Yes,32145.0,Rural,Graduate,Female,Y,0.0
6637.0,9227.0,Yes,38634.0,Urban,Graduate,Female,N,1.0
6854.0,4585.0,No,11139.0,Urban,Graduate,Male,N,0.0
12320.0,8467.0,No,3128.0,Urban,,Female,N,1.0
6892.0,2740.0,Yes,21617.0,Urban,Graduate,Male,N,0.0
9043.0,2289.0,Yes,29080.0,Rural,Graduate,Male,Y,0.0
18521.0,1239.0,No,36285.0,Semiurban,Not Graduate,Male,Y,1.0
,5370.0,Yes,18533.0,Semiurban,Not Graduate,Male,N,1.0
9941.0,125.0,,33624.0,Urban,Graduate,Male,Y,0.0
16388.0,7473.0,No,28956.0,Semiurban,Not Graduate,,Y,1.0
7569.0,9400.0,No,34077.0,Semiurban,Not Graduate,Male,N,1.0
6300.0,5342.0,No,4952.0,Semiurban,Graduate,Male,N,0.0
8269.0,7351.0,,23796.0,Urban,Graduate,Female,Y,1.0
14015.0,6570.0,Yes,22249.0,Rural,Graduate,Male,Y,0.0
14234.0,3249.0,No,1015.0,,Not Graduate,Female,N,0.0
8254.0,9110.0,Yes,26957.0,Semiurban,Graduate,Female,N,0.0
19144.0,7595.0,Yes,17005.0,Urban,Graduate,,Y,1.0
9350.0,6294.0,No,22292.0,Urban,Graduate,Male,N,0.0
17183.0,6527.0,Yes,32876.0,Semiurban,Graduate,Male,N,0.0
8238.0,5757.0,Yes,15817.0,Urban,Graduate,Female,N,0.0
8090.0,1969.0,No,26470.0,Semiurban,Graduate,Male,Y,1.0
13637.0,891.0,Yes,10759.0,Rural,Graduate,Male,N,1.0
14647.0,4470.0,Yes,7412.0,Urban,Not Graduate,Male,Y,1.0
11911.0,7175.0,Yes,21504.0,Urban,Not Graduate,Female,N,1.0
10472.0,9556.0,No,9507.0,Rural,Not Graduate,Female,Y,0.0
5266.0,8320.0,,22050.0,Rural,Not Graduate,Male,N,1.0
2666.0,9206.0,Yes,5820.0,Semiurban,Not Graduate,Male,Y,1.0
6188.0,9991.0,No,8835.0,Semiurban,Graduate,Female,Y,1.0
19055.0,6812.0,Yes,,Urban,Graduate,Male,Y,0.0
12161.0,7519.0,No,35617.0,Urban,Graduate,Male,N,0.0
13314.0,4612.0,Yes,,Semiurban,Graduate,Male,N,0.0
14891.0,9710.0,Yes,,Rural,Graduate,Female,N,1.0
6777.0,1198.0,No,7840.0,Urban,Not Graduate,Female,Y,1.0
5900.0,5238.0,Yes,38834.0,Semiurban,Graduate,Female,N,1.0
15716.0,6089.0,Yes,32440.0,Semiurban,,Male,N,0.0
8981.0,6257.0,Yes,36183.0,,,Male,N,0.0
8376.0,7705.0,No,31636.0,Urban,Graduate,Male,N,0.0
18907.0,3719.0,Yes,3389.0,Rural,Not Graduate,Female,N,0.0
12160.0,302.0,Yes,1763.0,Rural,Graduate,Male,N,1.0
,,Yes,24925.0,Semiurban,Graduate,Male,N,0.0
18282.0,4440.0,Yes,27549.0,Semiurban,Graduate,Female,Y,1.0
12488.0,4909.0,Yes,24457.0,Rural,Not Graduate,Male,N,1.0
7240.0,3072.0,No,22423.0,Rural,Graduate,Male,N,1.0
12453.0,3124.0,No,11518.0,Semiurban,Graduate,Female,N,0.0
12478.0,9519.0,Yes,33360.0,Urban,Not Graduate,Male,N,1.0
14394.0,8125.0,Yes,29173.0,Urban,Graduate,Male,N,0.0
6432.0,3291.0,Yes,10395.0,Semiurban,Graduate,Male,N,0.0
15568.0,4033.0,Yes,20207.0,Urban,Graduate,Male,N,0.0
16178.0,,No,39055.0,Urban,Not Graduate,,N,0.0
19660.0,703.0,Yes,27639.0,Urban,Graduate,Female,N,0.0
2302.0,8133.0,Yes,29924.0,Urban,,Male,N,0.0
19022.0,574.0,No,8433.0,Urban,Graduate,Female,N,1.0
2055.0,5704.0,Yes,31104.0,Urban,Graduate,Male,N,1.0
15013.0,7848.0,No,38594.0,Semiurban,Graduate,Male,N,0.0
10717.0,5208.0,Yes,,Rural,Graduate,Male,N,0.0
10150.0,6924.0,No,11528.0,Rural,Graduate,Female,Y,0.0
4125.0,3828.0,No,29190.0,Urban,Graduate,Male,N,0.0
13479.0,3230.0,No,1497.0,,Graduate,Female,N,0.0
17745.0,,No,8641.0,Rural,Graduate,Female,N,1.0
18748.0,7114.0,Yes,5643.0,Rural,Graduate,Female,Y,1.0
8809.0,9539.0,Yes,6056.0,Urban,Graduate,Female,N,0.0
6621.0,3173.0,No,33899.0,Urban,Graduate,Male,N,0.0
17034.0,1667.0,Yes,,Semiurban,Not Graduate,Female,N,0.0
15623.0,9829.0,Yes,18241.0,Rural,Graduate,Female,N,1.0
7126.0,4114.0,Yes,9712.0,Rural,Graduate,Female,Y,1.0
7122.0,3553.0,Yes,9221.0,Rural,Graduate,Male,N,0.0
19302.0,7761.0,Yes,32346.0,Urban,Graduate,Female,N,1.0
7870.0,1000.0,Yes,16660.0,Rural,Not Graduate,Male,Y,1.0
3531.0,9042.0,,39915.0,Urban,Graduate,Male,N,1.0
10172.0,1388.0,Yes,,Rural,Graduate,Female,Y,1.0
9673.0,5450.0,Yes,38372.0,Semiurban,Graduate,Female,N,1.0
8882.0,,Yes,18942.0,Rural,Graduate,Male,N,1.0
3906.0,1367.0,Yes,,Urban,Graduate,Female,N,0.0
5086.0,8189.0,No,2607.0,Urban,Graduate,Male,N,0.0
15503.0,9013.0,Yes,,Rural,Not Graduate,Male,N,1.0
10152.0,454.0,Yes,4574.0,Semiurban,Not Graduate,Male,N,0.0
7750.0,9816.0,No,8274.0,Rural,Graduate,Male,Y,1.0
14772.0,,Yes,16748.0,Rural,Graduate,Female,Y,1.0
3062.0,7232.0,Yes,12826.0,Rural,Graduate,Male,N,0.0
19680.0,4806.0,No,,Rural,Graduate,Male,N,0.0
8229.0,2190.0,Yes,35129.0,Semiurban,Not Graduate,Male,N,1.0
18509.0,9108.0,Yes,5473.0,Urban,Graduate,Female,N,0.0
17147.0,2875.0,Yes,24490.0,Rural,Graduate,Male,Y,1.0
6632.0,5592.0,Yes,10481.0,Urban,Graduate,Male,Y,1.0
8288.0,1440.0,Yes,9520.0,Rural,Graduate,Female,N,0.0
,8927.0,Yes,,Semiurban,Not Graduate,Male,N,0.0
13475.0,6059.0,Yes,18570.0,Urban,Graduate,Female,N,1.0
9561.0,9153.0,Yes,2773.0,Rural,Graduate,Female,N,1.0
10258.0,2989.0,No,30894.0,Urban,Graduate,Female,N,0.0
8371.0,6228.0,Yes,6079.0,Rural,Graduate,Female,N,0.0
16369.0,6471.0,No,26838.0,Semiurban,Graduate,Female,N,0.0
,,No,22804.0,Urban,Not Graduate,Male,N,0.0
9943.0,1177.0,No,20675.0,Semiurban,Not Graduate,Male,Y,1.0
14199.0,4760.0,Yes,26594.0,Urban,Graduate,Male,N,1.0
17728.0,11.0,No,37292.0,Urban,Graduate,Male,N,0.0
8738.0,5252.0,Yes,9998.0,Urban,Not Graduate,Male,N,0.0
17913.0,4399.0,No,14697.0,Semiurban,Graduate,,Y,0.0
4472.0,8234.0,No,14429.0,Urban,Graduate,Male,Y,1.0
17679.0,9135.0,Yes,8140.0,Rural,Not Graduate,Female,N,1.0
3761.0,5445.0,No,15901.0,Urban,Graduate,Male,N,0.0
12167.0,6570.0,Yes,24279.0,Semiurban,Graduate,Male,N,0.0
19260.0,8212.0,Yes,21491.0,Rural,Graduate,Male,N,0.0
16277.0,406.0,Yes,4280.0,Semiurban,Graduate,Male,Y,1.0
5812.0,9206.0,No,35980.0,Rural,Graduate,Male,N,0.0
19844.0,4431.0,No,30989.0,Semiurban,Not Graduate,Female,Y,1.0
3605.0,5243.0,Yes,9078.0,Urban,,Male,N,0.0
7622.0,6542.0,No,27118.0,Urban,,Male,N,0.0
8767.0,6936.0,No,24985.0,Rural,Graduate,Female,N,0.0
13613.0,8906.0,Yes,17997.0,Urban,Not Graduate,Female,Y,1.0
12589.0,4146.0,No,15274.0,Urban,Not Graduate,Male,N,1.0
15918.0,140.0,Yes,1868.0,Rural,Not Graduate,Male,N,0.0
15046.0,4882.0,,27398.0,Urban,Graduate,Female,N,0.0
4590.0,6012.0,Yes,17042.0,Rural,Not Graduate,Female,N,0.0
19447.0,963.0,Yes,32820.0,Urban,Graduate,Male,Y,1.0
6324.0,7151.0,Yes,22246.0,Semiurban,Graduate,Male,N,0.0
12787.0,8564.0,No,21561.0,Semiurban,Graduate,Female,Y,1.0
11111.0,3610.0,Yes,,Semiurban,Graduate,Female,N,1.0
7342.0,9884.0,Yes,35512.0,Urban,Not Graduate,Female,Y,1.0
18389.0,6894.0,Yes,36024.0,Rural,Graduate,Male,N,1.0
10659.0,7311.0,No,24996.0,Semiurban,Graduate,Male,N,1.0
16043.0,105.0,Yes,29618.0,Semiurban,Graduate,Female,N,0.0
10837.0,5539.0,Yes,12859.0,Rural,Graduate,Male,N,0.0
2117.0,9873.0,Yes,24580.0,Urban,Graduate,Male,N,0.0
16309.0,2137.0,No,38857.0,Rural,Graduate,Male,N,0.0
15234.0,4445.0,No,7608.0,Urban,,Male,N,0.0
7560.0,3530.0,Yes,5876.0,Rural,Not Graduate,Female,N,0.0
2846.0,,Yes,22038.0,Semiurban,Not Graduate,Female,N,1.0
12954.0,7052.0,No,29006.0,Rural,Not Graduate,Female,Y,0.0
15703.0,3654.0,Yes,36775.0,Urban,Not Graduate,Female,N,0.0
17385.0,7102.0,No,31810.0,Rural,Graduate,Male,N,0.0
15746.0,2359.0,No,15325.0,,Not Graduate,Male,Y,0.0
8469.0,8105.0,No,36892.0,Rural,Graduate,Male,Y,1.0
11333.0,8636.0,Yes,2753.0,Rural,Not Graduate,Male,N,0.0
18608.0,6441.0,Yes,30531.0,Rural,Graduate,Female,N,0.0
14819.0,5047.0,No,18996.0,Rural,Not Graduate,Male,N,0.0
8283.0,5203.0,No,9747.0,Urban,Graduate,,N,0.0
4048.0,9667.0,Yes,1824.0,Urban,,Male,N,1.0
8233.0,1798.0,No,14880.0,,Graduate,Female,Y,1.0
14941.0,9600.0,Yes,2081.0,Urban,Not Graduate,Male,N,0.0
14607.0,5291.0,Yes,12517.0,Urban,,Male,N,0.0
11765.0,5495.0,Yes,22683.0,Urban,Graduate,Male,Y,0.0
3828.0,9900.0,No,17876.0,Semiurban,Not Graduate,Female,N,0.0
8988.0,7285.0,Yes,9266.0,Urban,Graduate,Male,N,0.0
16594.0,1300.0,Yes,12183.0,Urban,Graduate,Male,Y,1.0
14977.0,6869.0,No,22066.0,Rural,Graduate,Male,N,0.0
2009.0,9435.0,Yes,13877.0,Urban,Not Graduate,Male,N,0.0
18644.0,3097.0,,10982.0,,Not Graduate,Female,Y,1.0
11865.0,4616.0,Yes,9968.0,Urban,Not Graduate,Female,N,1.0
4219.0,9.0,Yes,27598.0,Semiurban,Graduate,Female,N,0.0
9041.0,5752.0,Yes,15639.0,Semiurban,Graduate,Male,Y,0.0
7287.0,9852.0,Yes,5674.0,Semiurban,Graduate,Male,Y,1.0
3619.0,6295.0,Yes,5316.0,Urban,Not Graduate,Male,N,0.0
10512.0,4815.0,Yes,,Rural,Graduate,Male,Y,1.0
3342.0,1072.0,Yes,32094.0,Rural,Graduate,Male,N,0.0
12568.0,3225.0,Yes,23187.0,Urban,Graduate,Male,N,0.0
16231.0,1316.0,,2214.0,Urban,Graduate,Female,Y,1.0
5490.0,5699.0,No,24940.0,Urban,Not Graduate,Female,N,0.0
,6807.0,Yes,26685.0,Rural,Graduate,Female,N,1.0
9984.0,6674.0,Yes,16977.0,,Graduate,Female,N,0.0
19988.0,3683.0,Yes,36904.0,Urban,Graduate,Male,N,0.0
14219.0,7227.0,Yes,26538.0,Urban,,Male,N,0.0
2235.0,3273.0,Yes,39033.0,Rural,Graduate,Male,N,1.0
12161.0,7000.0,Yes,8965.0,Semiurban,Graduate,Male,Y,1.0
3908.0,145.0,No,10597.0,Rural,Graduate,Male,N,0.0
10567.0,5010.0,Yes,28740.0,Rural,Graduate,Male,Y,1.0
5530.0,3040.0,No,7569.0,Rural,Not Graduate,Male,N,1.0
7256.0,9654.0,Yes,38981.0,Urban,Graduate,Female,N,1.0
,9776.0,,12881.0,Urban,Not Graduate,Female,Y,1.0
7415.0,482.0,Yes,37996.0,,Graduate,Male,N,1.0
13157.0,1249.0,Yes,38177.0,Rural,Not Graduate,Male,N,1.0
7951.0,630.0,No,1590.0,Urban,Graduate,Female,N,0.0
10007.0,8853.0,,27119.0,Urban,Graduate,Male,Y,1.0
,2852.0,No,28915.0,Urban,Graduate,Female,N,0.0
2077.0,7622.0,Yes,39749.0,Rural,Graduate,Male,N,0.0
9577.0,7327.0,Yes,23106.0,Semiurban,Graduate,Male,Y,1.0
18984.0,9738.0,Yes,18131.0,Rural,Not Graduate,Male,Y,1.0
16060.0,8841.0,Yes,7553.0,Urban,Graduate,Male,N,0.0
19449.0,9160.0,Yes,18881.0,Urban,Not Graduate,Female,Y,1.0
,1100.0,Yes,2379.0,Urban,Graduate,Male,N,0.0
11510.0,6652.0,Yes,26255.0,Rural,Graduate,Male,Y,1.0
8943.0,8632.0,Yes,4770.0,Urban,Not Graduate,Female,Y,1.0
9804.0,5016.0,No,10088.0,Rural,Graduate,Male,N,0.0
8565.0,769.0,No,35314.0,Urban,Not Graduate,,N,0.0
7984.0,1343.0,,39976.0,Urban,Not Graduate,Female,N,0.0
6670.0,4358.0,Yes,17350.0,Urban,Graduate,Female,Y,0.0
11184.0,9769.0,Yes,35063.0,Rural,Graduate,Male,N,0.0
4192.0,6780.0,Yes,16861.0,Urban,,Female,N,0.0
